Brown Stained Glass,mcl_core:glass_brown
Birch Trapdoor,mcl_doors:trapdoor_birch
nil,mcl_mushrooms:red_mushroom_block_cap_001000
Polished Andesite Stairs,mcl_stairs:stair_andesite_smooth_outer
Oak Fence Gate,mcl_fences:oak_fence_gate
Oak Button,mesecons_button:button_oak_off
Preview Banner,mcl_banners:banner_preview_diagonal_up_left_yellow
nil,mcl_mushrooms:red_mushroom_block_cap_001001
Preview Banner,mcl_banners:banner_preview_cross_orange
End Stone Brick Wall,mcl_walls:endbricks_5
Powered Redstone Trail (01110000),mesecons:wire_01110000_on
End Stone Brick Wall,mcl_walls:endbricks_6
Preview Banner,mcl_banners:banner_preview_diagonal_up_right_yellow
End Stone Brick Wall,mcl_walls:endbricks_7
Preview Banner,mcl_banners:banner_preview_curly_border_orange
End Stone Brick Wall,mcl_walls:endbricks_8
Beehive,mcl_beehives:beehive_3
End Gateway Portal,mcl_portals:portal_gateway
nil,mcl_mushrooms:red_mushroom_block_cap_001011
Birch Stairs,mcl_stairs:stair_birch
Preview Banner,mcl_banners:banner_preview_diagonal_up_left_orange
End Stone Brick Wall,mcl_walls:endbricks_11
Birch Stairs,mcl_stairs:stair_birch_outer
Birch Stairs,mcl_stairs:stair_birch_inner
nil,mcl_doors:door_mangrove_t_1
End Stone Brick Wall,mcl_walls:endbricks_13
nil,mcl_doors:door_mangrove_b_1
End Stone Brick Wall,mcl_walls:endbricks_14
nil,mcl_mushrooms:brown_mushroom_block_cap_011010
End Stone Brick Wall,mcl_walls:endbricks_15
Birch Bark Stairs,mcl_stairs:stair_birch_bark
End Stone Brick Wall,mcl_walls:endbricks_16
Birch Bark Stairs,mcl_stairs:stair_birch_bark_outer
End Stone Brick Wall,mcl_walls:endbricks_21
nil,mcl_fences:mangrove_fence_gate_open
Black Concrete Powder,mcl_colorblocks:concrete_powder_black
Mangrove Fence,mcl_fences:mangrove_fence
Mangrove Leaves,mcl_trees:leaves_mangrove_orphan
Nether Brick Wall,mcl_walls:netherbrick_0
Preview Banner,mcl_banners:banner_preview_triangle_top_cyan
Nether Brick Wall,mcl_walls:netherbrick_1
Birch Slab,mcl_stairs:slab_birch
Nether Brick Wall,mcl_walls:netherbrick_2
Birch Slab,mcl_stairs:slab_birch_double
Nether Brick Wall,mcl_walls:netherbrick_3
Crossbow,mcl_bows:crossbow_0
Nether Brick Wall,mcl_walls:netherbrick_4
Crossbow,mcl_bows:crossbow_2
Nether Brick Wall,mcl_walls:netherbrick_5
Mangrove Wood,mcl_trees:bark_stripped_mangrove
Nether Brick Wall,mcl_walls:netherbrick_6
Copper Ore,mcl_copper:stone_with_copper
Nether Brick Wall,mcl_walls:netherbrick_7
Preview Banner,mcl_banners:banner_preview_curly_border_red
Nether Brick Wall,mcl_walls:netherbrick_8
Preview Banner,mcl_banners:banner_preview_guster_cyan
Nether Brick Wall,mcl_walls:netherbrick_9
Golden Apple,mcl_core:apple_gold
Nether Brick Wall,mcl_walls:netherbrick_10
Preview Banner,mcl_banners:banner_preview_circle_red
Nether Brick Wall,mcl_walls:netherbrick_11
Mangrove Log,mcl_trees:tree_mangrove
Nether Brick Wall,mcl_walls:netherbrick_12
nil,mesecons_pistons:piston_down_pusher_sticky
Nether Brick Wall,mcl_walls:netherbrick_13
nil,mesecons_pistons:piston_down_sticky_on
Nether Brick Wall,mcl_walls:netherbrick_14
nil,mesecons_pistons:piston_down_sticky_off
Nether Brick Wall,mcl_walls:netherbrick_15
nil,mesecons_pistons:piston_down_normal_on
Nether Brick Wall,mcl_walls:netherbrick_16
nil,mesecons_pistons:piston_up_sticky_off
Nether Brick Wall,mcl_walls:netherbrick_21
nil,mesecons_pistons:piston_up_normal_on
nil,mesecons_pistons:piston_up_normal_off
Beacon,mcl_beacons:beacon
Red Nether Brick Wall,mcl_walls:rednetherbrick_0
Bookshelf,mcl_books:bookshelf
Red Nether Brick Wall,mcl_walls:rednetherbrick_1
Written Book,mcl_books:written_book
Red Nether Brick Wall,mcl_walls:rednetherbrick_2
Birch Pressure Plate,mesecons_pressureplates:pressure_plate_birch_off
Red Nether Brick Wall,mcl_walls:rednetherbrick_3
nil,mesecons_pressureplates:pressure_plate_birch_on
Red Nether Brick Wall,mcl_walls:rednetherbrick_4
Book and Quill,mcl_books:writable_book
Red Nether Brick Wall,mcl_walls:rednetherbrick_5
Birch Button,mesecons_button:button_birch_off
Red Nether Brick Wall,mcl_walls:rednetherbrick_6
Book,mcl_books:book
Red Nether Brick Wall,mcl_walls:rednetherbrick_7
nil,mesecons_button:button_birch_on
Red Nether Brick Wall,mcl_walls:rednetherbrick_8
Crossbow,mcl_bows:crossbow_1
Red Nether Brick Wall,mcl_walls:rednetherbrick_9
Crossbow,mcl_bows:crossbow_loaded
Birch Sapling Flower Pot,mcl_flowerpots:flower_pot_sapling_birch
Flowing Nether Lava,mcl_nether:nether_lava_flowing
Bow,mcl_bows:bow_2
Bow,mcl_bows:bow_1
Birch Boat,mcl_boats:boat_birch
Bow,mcl_bows:bow_0
Bow,mcl_bows:bow
Arrow,mcl_bows:arrow
Pufferfish,mcl_fishing:pufferfish_raw
Clownfish,mcl_fishing:clownfish_raw
Raw Salmon,mcl_fishing:salmon_raw
Cooked Fish,mcl_fishing:fish_cooked
Ender Pearl,mcl_throwing:ender_pearl
Stone Pickaxe,mcl_tools:pick_stone
Birch Chest Boat,mcl_boats:boat_birch_chest
Upwards-Facing Dispenser,mcl_dispensers:dispenser_up
Downwards-Facing Dispenser,mcl_dispensers:dispenser_down
Glow Ink Sac,mcl_mobitems:glow_ink_sac
Leather Horse Armor,mcl_mobitems:leather_horse_armor
Thing Banner Pattern,mcl_banners:pattern_thing
Skull Banner Pattern,mcl_banners:pattern_skull
Creeper Banner Pattern,mcl_banners:pattern_creeper
Flower Banner Pattern,mcl_banners:pattern_flower
Bricks Banner Pattern,mcl_banners:pattern_bricks
Curly border Banner Pattern,mcl_banners:pattern_curly_border
Heart of the Sea,mcl_mobitems:heart_of_the_sea
Nautilus Shell,mcl_mobitems:nautilus_shell
End Stone Brick Wall,mcl_walls:endbricks_12
Smooth Quartz Stairs,mcl_stairs:stair_quartz_smooth_outer
Birch Bark Slab,mcl_stairs:slab_birch_bark_double
Shulker Shell,mcl_mobitems:shulker_shell
Quartz Slab,mcl_stairs:slab_quartzblock_double
Rabbit's Foot,mcl_mobitems:rabbit_foot
Rabbit Hide,mcl_mobitems:rabbit_hide
Nether Star,mcl_mobitems:nether_star
Cobblestone Wall,mcl_walls:cobble
Ghast Tear,mcl_mobitems:ghast_tear
Breeze Rod,mcl_mobitems:breeze_rod
nil,mcl_ocean:sea_pickle_4_dead_brain_coral_block
Mossy Cobblestone Wall,mcl_walls:mossycobble
Squid Ink Sac,mcl_mobitems:ink_sac
Bone,mcl_mobitems:bone
Cooked Rabbit,mcl_mobitems:cooked_rabbit
Andesite Wall,mcl_walls:andesite
Raw Rabbit,mcl_mobitems:rabbit
Granite Wall,mcl_walls:granite
Cooked Porkchop,mcl_mobitems:cooked_porkchop
Diorite Wall,mcl_walls:diorite
Cooked Chicken,mcl_mobitems:cooked_chicken
Steak,mcl_mobitems:cooked_beef
Preview Banner,mcl_banners:banner_preview_curly_border_cyan
Raw Mutton,mcl_mobitems:mutton
Rotten Flesh,mcl_mobitems:rotten_flesh
Llama,mobs_mc:llama
Respawn Anchor,mcl_beds:respawn_anchor_charged_3
Respawn Anchor,mcl_beds:respawn_anchor_charged_2
Preview Banner,mcl_banners:banner_preview_half_vertical_right_cyan
Brown Glass Pane,mcl_panes:pane_brown_flat
Preview Banner,mcl_banners:banner_preview_stripe_downleft_black
Preview Banner,mcl_banners:banner_preview_stripe_bottom_black
Preview Banner,mcl_banners:banner_preview_skull_green
Globe Banner Pattern,mcl_banners:pattern_globe
Preview Banner,mcl_banners:banner_preview_thing_green
Cactus Flower Pot,mcl_flowerpots:flower_pot_cactus
Preview Banner,mcl_banners:banner_preview_half_vertical_right_black
Lookup Tool,doc_identifier:identifier_solid
Preview Banner,mcl_banners:banner_preview_diagonal_up_right_black
Lookup Tool,doc_identifier:identifier_liquid
Preview Banner,mcl_banners:banner_preview_rhombus_black
Preview Banner,mcl_banners:banner_preview_thing_black
nil,mcl_beds:bed_silver_top
Light Grey Bed,mcl_beds:bed_silver_bottom
Guster Banner Pattern,mcl_banners:pattern_guster
nil,mcl_beds:bed_yellow_top
Preview Banner,mcl_banners:banner_preview_diagonal_right_green
nil,mcl_beds:bed_brown_top
Preview Banner,mcl_banners:banner_preview_stripe_left_black
Flow Banner Pattern,mcl_banners:pattern_flow
Preview Banner,mcl_banners:banner_preview_triangles_bottom_black
Preview Banner,mcl_banners:banner_preview_triangle_top_black
nil,mcl_beds:bed_red_top
Preview Banner,mcl_banners:banner_preview_half_horizontal_bottom_green
Preview Banner,mcl_banners:banner_preview_square_top_left_black
Preview Banner,mcl_banners:banner_preview_square_bottom_right_black
nil,mcl_beds:bed_blue_top
Preview Banner,mcl_banners:banner_preview_stripe_middle_black
nil,mcl_beds:bed_orange_top
Black Banner,mcl_banners:banner_item_black
Preview Banner,mcl_banners:banner_preview_diagonal_up_left_black
Preview Banner,mcl_banners:banner_preview_curly_border_black
Preview Banner,mcl_banners:banner_preview_stripe_center_green
Preview Banner,mcl_banners:banner_preview_straight_cross_green
Preview Banner,mcl_banners:banner_preview_small_stripes_black
Grey Bed,mcl_beds:bed_grey_bottom
Oak Door,mcl_doors:door_oak
Preview Banner,mcl_banners:banner_preview_flower_green
Preview Banner,mcl_banners:banner_preview_diagonal_left_green
Loom,mcl_loom:loom
Redstone Trail (11011100),mesecons:wire_11011100_off
Powered Redstone Trail (11111100),mesecons:wire_11111100_on
Netherite Axe,mcl_tools:axe_netherite
Exposed Chiseled Copper,mcl_copper:block_exposed_chiseled_preserved
Powered Redstone Trail (01110110),mesecons:wire_01110110_on
Cut Copper Stairs,mcl_stairs:stair_copper_cut
Egg,mcl_throwing:egg
Waxed Oxidized Cut Copper Slab,mcl_stairs:slab_copper_oxidized_cut_preserved
Sandstone,mcl_core:sandstone
Powered Redstone Trail (11101100),mesecons:wire_11101100_on
nil,mcl_doors:door_oak_b_1
End Portal Frame,mcl_portals:end_portal_frame
Enchanting Table,mcl_enchanting:table
Jukebox,mcl_jukebox:jukebox
nil,mcl_banners:hanging_banner
nil,mcl_banners:standing_banner
Bee Nest,mcl_beehives:bee_nest
Beehive,mcl_beehives:beehive
nil,mcl_doors:door_oak_b_2
Sculk,mcl_sculk:sculk
Sculk Catalyst,mcl_sculk:catalyst
nil,mcl_doors:door_oak_t_2
Composter (4/7 filled),mcl_composters:composter_4
Oak Trapdoor,mcl_doors:trapdoor_oak
Composter (6/7 filled),mcl_composters:composter_6
Composter (7/7 filled),mcl_composters:composter_7
Cobblestone Wall,mcl_walls:cobble_8
Red Nether Brick Slab,mcl_stairs:slab_red_nether_brick
Shield,mcl_shields:shield
Preview Banner,mcl_banners:banner_preview_piglin_grey
Preview Banner,mcl_banners:banner_preview_globe_grey
Preview Banner,mcl_banners:banner_preview_triangle_top_grey
Preview Banner,mcl_banners:banner_preview_stripe_middle_grey
Preview Banner,mcl_banners:banner_preview_stripe_left_grey
Preview Banner,mcl_banners:banner_preview_stripe_downright_grey
nil,mcl_doors:trapdoor_oak_open
Preview Banner,mcl_banners:banner_preview_stripe_downleft_grey
Preview Banner,mcl_banners:banner_preview_stripe_center_grey
Preview Banner,mcl_banners:banner_preview_stripe_bottom_grey
Chest,mcl_chests:chest_small
nil,mcl_chests:chest_left
nil,mcl_chests:chest_right
Trapped Chest,mcl_chests:trapped_chest
Trapped Chest,mcl_chests:trapped_chest_small
nil,mcl_chests:trapped_chest_left
nil,mcl_chests:trapped_chest_right
Preview Banner,mcl_banners:banner_preview_straight_cross_grey
Preview Banner,mcl_banners:banner_preview_square_top_right_grey
Preview Banner,mcl_banners:banner_preview_square_top_left_grey
Preview Banner,mcl_banners:banner_preview_square_bottom_left_grey
Upwards-Facing Dropper,mcl_droppers:dropper_up
Campfire,mcl_campfires:campfire
Campfire,mcl_campfires:campfire_lit
Soul Campfire,mcl_campfires:soul_campfire
Soul Campfire,mcl_campfires:soul_campfire_lit
Preview Banner,mcl_banners:banner_preview_thing_grey
Preview Banner,mcl_banners:banner_preview_half_horizontal_bottom_grey
Preview Banner,mcl_banners:banner_preview_gradient_up_grey
Preview Banner,mcl_banners:banner_preview_gradient_grey
Preview Banner,mcl_banners:banner_preview_flower_grey
Preview Banner,mcl_banners:banner_preview_diagonal_up_right_grey
Painting,mcl_paintings:painting
End Crystal,mcl_end:crystal
Red Glazed Terracotta,mcl_colorblocks:glazed_terracotta_red
Orange Glazed Terracotta,mcl_colorblocks:glazed_terracotta_orange
Yellow Glazed Terracotta,mcl_colorblocks:glazed_terracotta_yellow
Green Glazed Terracotta,mcl_colorblocks:glazed_terracotta_green
Lime Glazed Terracotta,mcl_colorblocks:glazed_terracotta_lime
Purple Glazed Terracotta,mcl_colorblocks:glazed_terracotta_purple
Magenta Glazed Terracotta,mcl_colorblocks:glazed_terracotta_magenta
Blue Glazed Terracotta,mcl_colorblocks:glazed_terracotta_blue
Cyan Glazed Terracotta,mcl_colorblocks:glazed_terracotta_cyan
White Glazed Terracotta,mcl_colorblocks:glazed_terracotta_white
Grey Glazed Terracotta,mcl_colorblocks:glazed_terracotta_grey
Light Grey Glazed Terracotta,mcl_colorblocks:glazed_terracotta_silver
Black Glazed Terracotta,mcl_colorblocks:glazed_terracotta_black
Brown Glazed Terracotta,mcl_colorblocks:glazed_terracotta_brown
Light Blue Glazed Terracotta,mcl_colorblocks:glazed_terracotta_light_blue
Pink Glazed Terracotta,mcl_colorblocks:glazed_terracotta_pink
Bamboo,mcl_bamboo:bamboo
Bamboo,mcl_bamboo:bamboo_endcap
Bamboo,mcl_bamboo:bamboo_1
Bamboo,mcl_bamboo:bamboo_2
Bamboo,mcl_bamboo:bamboo_3
Preview Banner,mcl_banners:banner_preview_square_top_left_white
Scaffolding,mcl_bamboo:scaffolding
nil,mcl_beds:bed_black_top
Black Bed,mcl_beds:bed_black_bottom
Air,air
Blue Bed,mcl_beds:bed_blue_bottom
Preview Banner,mcl_banners:banner_preview_square_top_right_white
Brown Bed,mcl_beds:bed_brown_bottom
nil,mcl_beds:bed_cyan_top
Cyan Bed,mcl_beds:bed_cyan_bottom
nil,mcl_beds:bed_green_top
Green Bed,mcl_beds:bed_green_bottom
nil,mcl_beds:bed_grey_top
Preview Banner,mcl_banners:banner_preview_straight_cross_white
nil,mcl_beds:bed_light_blue_top
Light Blue Bed,mcl_beds:bed_light_blue_bottom
nil,mcl_beds:bed_lime_top
Lime Bed,mcl_beds:bed_lime_bottom
nil,mcl_beds:bed_magenta_top
Magenta Bed,mcl_beds:bed_magenta_bottom
Preview Banner,mcl_banners:banner_preview_stripe_bottom_white
Orange Bed,mcl_beds:bed_orange_bottom
nil,mcl_beds:bed_pink_top
Pink Bed,mcl_beds:bed_pink_bottom
nil,mcl_beds:bed_purple_top
Purple Bed,mcl_beds:bed_purple_bottom
Preview Banner,mcl_banners:banner_preview_stripe_center_white
Red Bed,mcl_beds:bed_red_bottom
Ignore,ignore
Suspicious Gravel,mcl_sus_nodes:gravel_1
nil,mcl_beds:bed_white_top
White Bed,mcl_beds:bed_white_bottom
Suspicious Gravel,mcl_sus_nodes:gravel_2
Yellow Bed,mcl_beds:bed_yellow_bottom
Cactus,mcl_core:cactus
Sugar Canes,mcl_core:reeds
Vines,mcl_core:vine,mcl_cake:cake_1
Preview Banner,mcl_banners:banner_preview_stripe_downright_white,mcl_cake:cake_3
Premature Melon Stem (Stage 1),mcl_farming:melontige_1,mcl_cake:cake_5,mcl_cake:cake_6
Pumpkin,mcl_farming:pumpkin_face
Spore blossom,mcl_lush_caves:spore_blossom
Faceless Pumpkin,mcl_farming:pumpkin
Brick Wall,mcl_walls:brick
Moss carpet,mcl_lush_caves:moss_carpet
Sandstone Wall,mcl_walls:sandstone
Premature Cocoa Pod,mcl_cocoas:cocoa_1
Red Sandstone Wall,mcl_walls:redsandstone
Hanging roots,mcl_lush_caves:hanging_roots
Stone Brick Wall,mcl_walls:stonebrick
Rooted dirt,mcl_lush_caves:rooted_dirt
Mossy Stone Brick Wall,mcl_walls:stonebrickmossy
Green Banner,mcl_banners:banner_item_green
Prismarine Wall,mcl_walls:prismarine
Preview Banner,mcl_banners:banner_preview_triangle_bottom_magenta
End Stone Brick Wall,mcl_walls:endbricks
Slime,mobs_mc:slime_big
Nether Brick Wall,mcl_walls:netherbrick
Preview Banner,mcl_banners:banner_preview_stripe_bottom_magenta
Red Nether Brick Wall,mcl_walls:rednetherbrick
Mature Melon Stem,mcl_farming:melontige_unconnect
Mud Brick Wall,mcl_walls:mudbrick
Premature Melon Stem (Stage 3),mcl_farming:melontige_3
Premature Melon Stem (Stage 4),mcl_farming:melontige_4
Premature Melon Stem (Stage 5),mcl_farming:melontige_5
Cobblestone Wall,mcl_walls:cobble_0
Premature Melon Stem (Stage 7),mcl_farming:melontige_7
Preview Banner,mcl_banners:banner_preview_flower_magenta
Cave vines,mcl_lush_caves:cave_vines_lit
Cave vines,mcl_lush_caves:cave_vines
Cobblestone Wall,mcl_walls:cobble_2
Preview Banner,mcl_banners:banner_preview_diagonal_left_magenta
Cobblestone Wall,mcl_walls:cobble_3
Preview Banner,mcl_banners:banner_preview_diagonal_up_right_magenta
Cobblestone Wall,mcl_walls:cobble_4
Preview Banner,mcl_banners:banner_preview_cross_magenta
Cobblestone Wall,mcl_walls:cobble_5
Preview Banner,mcl_banners:banner_preview_creeper_magenta
Cobblestone Wall,mcl_walls:cobble_6
Preview Banner,mcl_banners:banner_preview_circle_magenta
Cobblestone Wall,mcl_walls:cobble_7
Preview Banner,mcl_banners:banner_preview_border_magenta
Azalea,mcl_lush_caves:azalea
Magenta Banner,mcl_banners:banner_item_magenta
Cobblestone Wall,mcl_walls:cobble_9
Preview Banner,mcl_banners:banner_preview_piglin_lime
Flowering Azalea,mcl_lush_caves:azalea_flowering
Preview Banner,mcl_banners:banner_preview_globe_lime
Cobblestone Wall,mcl_walls:cobble_11
Purple Dye,mcl_dyes:purple
Cobblestone Wall,mcl_walls:cobble_12
Preview Banner,mcl_banners:banner_preview_triangles_top_lime
Cobblestone Wall,mcl_walls:cobble_13
Preview Banner,mcl_banners:banner_preview_triangle_top_lime
Cobblestone Wall,mcl_walls:cobble_14
Preview Banner,mcl_banners:banner_preview_triangle_bottom_lime
Cobblestone Wall,mcl_walls:cobble_15
Preview Banner,mcl_banners:banner_preview_stripe_top_lime
Cobblestone Wall,mcl_walls:cobble_16
Black Concrete Slab,mcl_stairs:slab_concrete_black
Cobblestone Wall,mcl_walls:cobble_21
Black Concrete Slab,mcl_stairs:slab_concrete_black_double
Preview Banner,mcl_banners:banner_preview_stripe_left_lime
Preview Banner,mcl_banners:banner_preview_stripe_downright_lime
Bamboo Mosaic Plank,mcl_bamboo:bamboo_mosaic
Mossy Cobblestone Wall,mcl_walls:mossycobble_0
Preview Banner,mcl_banners:banner_preview_small_stripes_lime
Mossy Cobblestone Wall,mcl_walls:mossycobble_1
Preview Banner,mcl_banners:banner_preview_half_vertical_right_lime
Mossy Cobblestone Wall,mcl_walls:mossycobble_2
Preview Banner,mcl_banners:banner_preview_half_horizontal_lime
Mossy Cobblestone Wall,mcl_walls:mossycobble_3
Preview Banner,mcl_banners:banner_preview_cross_lime
Mossy Cobblestone Wall,mcl_walls:mossycobble_4
Preview Banner,mcl_banners:banner_preview_circle_lime
Mossy Cobblestone Wall,mcl_walls:mossycobble_5
Lime Banner,mcl_banners:banner_item_lime
Mossy Cobblestone Wall,mcl_walls:mossycobble_6
Black Terracotta Stairs,mcl_stairs:stair_hardened_clay_black_inner
Mossy Cobblestone Wall,mcl_walls:mossycobble_7
water logged mangrove roots,mcl_mangrove:river_water_logged_roots
Mossy Cobblestone Wall,mcl_walls:mossycobble_8
Preview Banner,mcl_banners:banner_preview_triangle_top_red
Mossy Cobblestone Wall,mcl_walls:mossycobble_9
Black Terracotta Slab,mcl_stairs:slab_hardened_clay_black
Mossy Cobblestone Wall,mcl_walls:mossycobble_10
Black Terracotta Slab,mcl_stairs:slab_hardened_clay_black_double
Mossy Cobblestone Wall,mcl_walls:mossycobble_11
Preview Banner,mcl_banners:banner_preview_stripe_left_red
Mossy Cobblestone Wall,mcl_walls:mossycobble_12
Preview Banner,mcl_banners:banner_preview_stripe_downleft_red
Mossy Cobblestone Wall,mcl_walls:mossycobble_13
Preview Banner,mcl_banners:banner_preview_stripe_center_red
Mossy Cobblestone Wall,mcl_walls:mossycobble_14
Preview Banner,mcl_banners:banner_preview_stripe_bottom_red
Mossy Cobblestone Wall,mcl_walls:mossycobble_15
Preview Banner,mcl_banners:banner_preview_straight_cross_red
Mossy Cobblestone Wall,mcl_walls:mossycobble_16
Snow Golem,mobs_mc:snowman
Mossy Cobblestone Wall,mcl_walls:mossycobble_21
Brown Concrete Stairs,mcl_stairs:stair_concrete_brown
Preview Banner,mcl_banners:banner_preview_gradient_up_red
Brown Concrete Stairs,mcl_stairs:stair_concrete_brown_outer
Andesite Wall,mcl_walls:andesite_0
Crimson Log,mcl_trees:stripped_crimson
Andesite Wall,mcl_walls:andesite_1
Preview Banner,mcl_banners:banner_preview_diagonal_up_right_red
Andesite Wall,mcl_walls:andesite_2
Mangrove Log,mcl_trees:stripped_mangrove
Andesite Wall,mcl_walls:andesite_3
Crimson Planks,mcl_trees:wood_crimson
Andesite Wall,mcl_walls:andesite_4
Preview Banner,mcl_banners:banner_preview_triangle_top_white
Andesite Wall,mcl_walls:andesite_5
Mangrove Planks,mcl_trees:wood_mangrove
Andesite Wall,mcl_walls:andesite_6
Crimson Bark,mcl_trees:bark_crimson
Andesite Wall,mcl_walls:andesite_7
Preview Banner,mcl_banners:banner_preview_triangles_bottom_white
